Company,Title,Category,Location,Responsibilities,Minimum Qualifications,Preferred Qualifications,cl_cat,cl_res,cl_mq,cl_pq,Combined_Description
Google,Public Policy and Government Relations Manager for Southern Cone (English and Spanish speaker),Marketing & Communications,"Buenos Aires, Argentina","Develop and lead public policy campaigns across the full range of policy areas that impact Google and the web (e.g. technology innovation, free expression, privacy and intellectual property.)
Engage directly with politicians and policy-makers around the region.
Work in a cross-cultural environment and manage relationships in multiple countries.
Work with trade associations, industry partners, non-profit groups and others to support policies that will help create/maintain a user-focused online environment as well as an open Internet.
Monitor and research current and relevant emerging policy issues.","BA/BS degree or equivalent practical experience.
6 years of experience working within national politics, government, policy makers, think tanks, regional/international organizations, public interest groups or the field of corporate public policy.
Ability to speak and write in English and Spanish fluently and idiomatically.","Broad policy experience with direct knowledge of the tech sector or the key issues impacting the web, like privacy, free expression, internet access and online safety.
Team player who can work with people from a broad range of backgrounds and experience, including leading campaigns and mentoring members of the team.
Strategic planning and building alliances on innovation and entrepreneurship.
Creative and imaginative.
Familiar with the region.
Excellent communicator with great interpersonal and presentation skills, as well as the ability to write well and translate complex issues into simple language that people who are not experts can understand.",marketing    communications,"develop lead public policy campaigns range policy areas impact google web   e g   technology innovation   free expression   privacy intellectual property  
 engage directly politicians policy makers region 
 work cross cultural environment manage relationships multiple countries 
 work trade associations   industry partners   non profit groups support policies help create maintain user focused online environment open internet 
 monitor research current relevant emerging policy issues","ba bs degree equivalent practical experience 
 6 years experience working national politics   government   policy makers   think tanks   regional international organizations   public interest groups field corporate public policy 
 ability speak write english spanish fluently idiomatically","broad policy experience direct knowledge tech sector key issues impacting web   like privacy   free expression   internet access online safety 
 team player work people broad range backgrounds experience   including leading campaigns mentoring members team 
 strategic planning building alliances innovation entrepreneurship 
 creative imaginative 
 familiar region 
 excellent communicator great interpersonal presentation skills   ability write translate complex issues simple language people experts understand","marketing    communications develop lead public policy campaigns range policy areas impact google web   e g   technology innovation   free expression   privacy intellectual property  
 engage directly politicians policy makers region 
 work cross cultural environment manage relationships multiple countries 
 work trade associations   industry partners   non profit groups support policies help create maintain user focused online environment open internet 
 monitor research current relevant emerging policy issues ba bs degree equivalent practical experience 
 6 years experience working national politics   government   policy makers   think tanks   regional international organizations   public interest groups field corporate public policy 
 ability speak write english spanish fluently idiomatically broad policy experience direct knowledge tech sector key issues impacting web   like privacy   free expression   internet access online safety 
 team player work people broad range backgrounds experience   including leading campaigns mentoring members team 
 strategic planning building alliances innovation entrepreneurship 
 creative imaginative 
 familiar region 
 excellent communicator great interpersonal presentation skills   ability write translate complex issues simple language people experts understand"
Google,"Global Go-to-Market Strategy Lead, Retail Marketing",Marketing & Communications,"Mountain View, CA, United States","Define and shape global multi-year product/program retail strategies supported by key competitive insights and operating metrics.
Execute quantitative analyses and modeling that translates into actionable insights.
Leverage executive presence to drive alignment and decision making with executive stakeholders on Go-to-Market strategies.
Act as the point of contact for your product/program to all internal Retail Marketing teams and cross-functional stakeholders including Product Management, Engineering, Brand Marketing, Sales, Operations and Finance.
Build cases for opportunities, and develop insightful recommendations on strategic opportunities and operational efficiency.","BA/BS degree or equivalent practical experience.
4 years of experience in a Management Consulting or Corporate Strategy role.
Experience in investment banking or equivalent program management in a technology company.","MBA or graduate degree in a management, technical or engineering field.
Experience in spreadsheet modeling or statistical analysis.
Demonstrated ability to develop marketing strategies and business plans, as well as analyzing customer and market insights and market spend effectiveness.
Distinctive problem-solving and analytic skills with a high degree of analytical rigor.",marketing    communications,"define shape global multi year product program retail strategies supported key competitive insights operating metrics 
 execute quantitative analyses modeling translates actionable insights 
 leverage executive presence drive alignment decision making executive stakeholders market strategies 
 act point contact product program internal retail marketing teams cross functional stakeholders including product management   engineering   brand marketing   sales   operations finance 
 build cases opportunities   develop insightful recommendations strategic opportunities operational efficiency","ba bs degree equivalent practical experience 
 4 years experience management consulting corporate strategy role 
 experience investment banking equivalent program management technology company","mba graduate degree management   technical engineering field 
 experience spreadsheet modeling statistical analysis 
 demonstrated ability develop marketing strategies business plans   analyzing customer market insights market spend effectiveness 
 distinctive problem solving analytic skills high degree analytical rigor","marketing    communications define shape global multi year product program retail strategies supported key competitive insights operating metrics 
 execute quantitative analyses modeling translates actionable insights 
 leverage executive presence drive alignment decision making executive stakeholders market strategies 
 act point contact product program internal retail marketing teams cross functional stakeholders including product management   engineering   brand marketing   sales   operations finance 
 build cases opportunities   develop insightful recommendations strategic opportunities operational efficiency ba bs degree equivalent practical experience 
 4 years experience management consulting corporate strategy role 
 experience investment banking equivalent program management technology company mba graduate degree management   technical engineering field 
 experience spreadsheet modeling statistical analysis 
 demonstrated ability develop marketing strategies business plans   analyzing customer market insights market spend effectiveness 
 distinctive problem solving analytic skills high degree analytical rigor"
Google,"Product Marketing Manager, Google Analytics",Marketing & Communications,"Mountain View, CA, United States","Maintain an understanding of the Google Analytics product roadmap and define a marketing plan to best communicate product capabilities and new innovations.
Develop impactful content that aligns with our product plans and advances our key product narratives, including blog posts, customer success stories, thought leadership piece, event keynotes, and website messaging.
Work with data analysts, product and sales teams to develop innovative research and share these insights with our customers through engaging marketing initiatives.
Partner closely with marketing managers for related measurement products to ensure we are telling a cohesive story to the market.","BA/BS degree or equivalent practical experience.
4 years of experience creating and implementing B2B marketing campaigns.","Experience with Google Analytics.
Experience building relationships with senior product leaders, influencing product decisions and driving cross-functional alignment on go-to-market plans.
Ability to understand complex products, scope launch timing requirements, and manage multiple work streams simultaneously through to completion.
Ability to simplify complex information in order to present to a wide range of audiences.
Excellent problem solving, analysis, presentation and written/verbal communication skills.",marketing    communications,"maintain understanding google analytics product roadmap define marketing plan best communicate product capabilities new innovations 
 develop impactful content aligns product plans advances key product narratives   including blog posts   customer success stories   thought leadership piece   event keynotes   website messaging 
 work data analysts   product sales teams develop innovative research share insights customers engaging marketing initiatives 
 partner closely marketing managers related measurement products ensure telling cohesive story market","ba bs degree equivalent practical experience 
 4 years experience creating implementing b2b marketing campaigns","experience google analytics 
 experience building relationships senior product leaders   influencing product decisions driving cross functional alignment market plans 
 ability understand complex products   scope launch timing requirements   manage multiple work streams simultaneously completion 
 ability simplify complex information order present wide range audiences 
 excellent problem solving   analysis   presentation written verbal communication skills","marketing    communications maintain understanding google analytics product roadmap define marketing plan best communicate product capabilities new innovations 
 develop impactful content aligns product plans advances key product narratives   including blog posts   customer success stories   thought leadership piece   event keynotes   website messaging 
 work data analysts   product sales teams develop innovative research share insights customers engaging marketing initiatives 
 partner closely marketing managers related measurement products ensure telling cohesive story market ba bs degree equivalent practical experience 
 4 years experience creating implementing b2b marketing campaigns experience google analytics 
 experience building relationships senior product leaders   influencing product decisions driving cross functional alignment market plans 
 ability understand complex products   scope launch timing requirements   manage multiple work streams simultaneously completion 
 ability simplify complex information order present wide range audiences 
 excellent problem solving   analysis   presentation written verbal communication skills"
Google,"Product Marketing Manager, Startups, SMB Marketing (English, German)",Marketing & Communications,"Berlin, Germany","Develop and lead startup strategy for Germany from a One Google perspective. Lead and execute Marketing strategies and initiatives to acquire new Google customers and drive performance analysis.
Establish meaningful relationships with the startup community by building partnerships with VCs, incubators and accelerators.
Coordinate the cross-functional startup team based in Berlin.
Orchestrate and execute cross-functional activities and develop a One Google startup engagement plan (including events, trainings, communication).
Effectively work with a large group of stakeholders across local, regional and global Sales, PR, Policy and Marketing organization.","BA/BS degree or equivalent practical experience.
Working experience in online marketing, business development, digital advertising or strategic consulting.
Ability to speak and write in English and German fluently and idiomatically.","Knowledge of Online Marketing and Google Business Advertising products.
Ability to influence effectively cross-functionally across all levels of management.
Ability to work on multiple projects simultaneously in a fast-paced, dynamic environment.
Experience working in the startup community (working for a VC, startup, accelerator, etc).
Excellent collaboration and communication skills. A passionate leader and communicator, with demonstrated talent at building collaborative partnerships.
Effective business acumen and analytical skills with a natural talent for data and analysis.",marketing    communications,"develop lead startup strategy germany google perspective   lead execute marketing strategies initiatives acquire new google customers drive performance analysis 
 establish meaningful relationships startup community building partnerships vcs   incubators accelerators 
 coordinate cross functional startup team based berlin 
 orchestrate execute cross functional activities develop google startup engagement plan   including events   trainings   communication  
 effectively work large group stakeholders local   regional global sales   pr   policy marketing organization","ba bs degree equivalent practical experience 
 working experience online marketing   business development   digital advertising strategic consulting 
 ability speak write english german fluently idiomatically","knowledge online marketing google business advertising products 
 ability influence effectively cross functionally levels management 
 ability work multiple projects simultaneously fast paced   dynamic environment 
 experience working startup community   working vc   startup   accelerator   etc  
 excellent collaboration communication skills   passionate leader communicator   demonstrated talent building collaborative partnerships 
 effective business acumen analytical skills natural talent data analysis","marketing    communications develop lead startup strategy germany google perspective   lead execute marketing strategies initiatives acquire new google customers drive performance analysis 
 establish meaningful relationships startup community building partnerships vcs   incubators accelerators 
 coordinate cross functional startup team based berlin 
 orchestrate execute cross functional activities develop google startup engagement plan   including events   trainings   communication  
 effectively work large group stakeholders local   regional global sales   pr   policy marketing organization ba bs degree equivalent practical experience 
 working experience online marketing   business development   digital advertising strategic consulting 
 ability speak write english german fluently idiomatically knowledge online marketing google business advertising products 
 ability influence effectively cross functionally levels management 
 ability work multiple projects simultaneously fast paced   dynamic environment 
 experience working startup community   working vc   startup   accelerator   etc  
 excellent collaboration communication skills   passionate leader communicator   demonstrated talent building collaborative partnerships 
 effective business acumen analytical skills natural talent data analysis"
Google,"Demand Generation Marketing Manager, North America Growth Marketing, Google Cloud",Marketing & Communications,"Sunnyvale, CA, United States","Create integrated marketing and media campaigns that drive demand, leads, contacts and opportunities through event registration of strategic industry and Field marketing events.
Demonstrate accountability for achieving individual and shared goals, working closely with Field Marketing and Sales teams to set expectations for lead volume, lead to contact/opportunity conversion, sales follow up, and collect feedback on registration/lead quality.
Explore, grow and drive demand through new channels, like paid media event and lead generation with external publishing partners.
Collaborate on global campaigns across three key regions (AMER, EMEA, APAC), and work collaboratively with the global team to synthesize learnings/data and create future strategy.
Develop executive presentations to communicate strategy, priorities and results.","BA/BS degree or equivalent practical experience.
4 years of digital or enterprise paid marketing experience.","Proven project management skills and experience, e.g. managing external creative agencies, events vendors and international projects. Ability to create effective relationships to influence, and collaborate, across all levels.
Experience with defining and launching successful enterprise software lead/demand generation paid media campaigns.
Familiarity with CRM systems (Salesforce.com or similar) and Marketing Automation tools (Marketo or similar) and tracking tools to assess campaign effectiveness.
Strong knowledge of measurement approaches (including multi-touch attribution) ad operations and the digital video and overall display landscapes.
Distinctive problem-solving, strategic and analytical capabilities, with ability to run analysis, track metrics and optimize performance. Expertise with marketing optimization programs and website analytics.
Skilled communicator with strong written and verbal communication skills, including both professional and casual style of communication.",marketing    communications,"create integrated marketing media campaigns drive demand   leads   contacts opportunities event registration strategic industry field marketing events 
 demonstrate accountability achieving individual shared goals   working closely field marketing sales teams set expectations lead volume   lead contact opportunity conversion   sales follow   collect feedback registration lead quality 
 explore   grow drive demand new channels   like paid media event lead generation external publishing partners 
 collaborate global campaigns key regions   amer   emea   apac    work collaboratively global team synthesize learnings data create future strategy 
 develop executive presentations communicate strategy   priorities results","ba bs degree equivalent practical experience 
 4 years digital enterprise paid marketing experience","proven project management skills experience   e g   managing external creative agencies   events vendors international projects   ability create effective relationships influence   collaborate   levels 
 experience defining launching successful enterprise software lead demand generation paid media campaigns 
 familiarity crm systems   salesforce com similar   marketing automation tools   marketo similar   tracking tools assess campaign effectiveness 
 strong knowledge measurement approaches   including multi touch attribution   ad operations digital video overall display landscapes 
 distinctive problem solving   strategic analytical capabilities   ability run analysis   track metrics optimize performance   expertise marketing optimization programs website analytics 
 skilled communicator strong written verbal communication skills   including professional casual style communication","marketing    communications create integrated marketing media campaigns drive demand   leads   contacts opportunities event registration strategic industry field marketing events 
 demonstrate accountability achieving individual shared goals   working closely field marketing sales teams set expectations lead volume   lead contact opportunity conversion   sales follow   collect feedback registration lead quality 
 explore   grow drive demand new channels   like paid media event lead generation external publishing partners 
 collaborate global campaigns key regions   amer   emea   apac    work collaboratively global team synthesize learnings data create future strategy 
 develop executive presentations communicate strategy   priorities results ba bs degree equivalent practical experience 
 4 years digital enterprise paid marketing experience proven project management skills experience   e g   managing external creative agencies   events vendors international projects   ability create effective relationships influence   collaborate   levels 
 experience defining launching successful enterprise software lead demand generation paid media campaigns 
 familiarity crm systems   salesforce com similar   marketing automation tools   marketo similar   tracking tools assess campaign effectiveness 
 strong knowledge measurement approaches   including multi touch attribution   ad operations digital video overall display landscapes 
 distinctive problem solving   strategic analytical capabilities   ability run analysis   track metrics optimize performance   expertise marketing optimization programs website analytics 
 skilled communicator strong written verbal communication skills   including professional casual style communication"
Google,"Head of Communications, EMEA Marketing",Marketing & Communications,"London, United Kingdom","Develop a strategy to communicate marketing leadership's philosophy, principles and plans to the team, the company and the global industry.
Execute outreach via an ongoing series of strategically timed speeches, events, articles, emails, and social media posts.
Develop thought leadership and vision of what our strategy means for the Marketing team, helping them to achieve and maintain creative excellence while also stimulating innovation.
Help the company to understand, support and champion the work of Marketing, with a unified mission ultimately putting the user first in their work.
Advocate for Google to the outside world, including prospective employees and advertisers.","BA/BS degree or equivalent practical experience.
Work experience in product marketing, direct marketing, marketing program management or consulting.
Experience working within both the internal and external communications space.","Experience with marketing communications.
Demonstrated ability to work efficiently and maintain good judgment in a fast-paced dynamic environment.
Ability to be work both independently and collaboratively across teams.
Ability to interact with executives with confidence, and to provide advice on their communications that reflect an understanding of their business and leadership style.
Excellent written/verbal communication and visual presentation skills.",marketing    communications,"develop strategy communicate marketing leadership s philosophy   principles plans team   company global industry 
 execute outreach ongoing series strategically timed speeches   events   articles   emails   social media posts 
 develop thought leadership vision strategy means marketing team   helping achieve maintain creative excellence stimulating innovation 
 help company understand   support champion work marketing   unified mission ultimately putting user work 
 advocate google outside world   including prospective employees advertisers","ba bs degree equivalent practical experience 
 work experience product marketing   direct marketing   marketing program management consulting 
 experience working internal external communications space","experience marketing communications 
 demonstrated ability work efficiently maintain good judgment fast paced dynamic environment 
 ability work independently collaboratively teams 
 ability interact executives confidence   provide advice communications reflect understanding business leadership style 
 excellent written verbal communication visual presentation skills","marketing    communications develop strategy communicate marketing leadership s philosophy   principles plans team   company global industry 
 execute outreach ongoing series strategically timed speeches   events   articles   emails   social media posts 
 develop thought leadership vision strategy means marketing team   helping achieve maintain creative excellence stimulating innovation 
 help company understand   support champion work marketing   unified mission ultimately putting user work 
 advocate google outside world   including prospective employees advertisers ba bs degree equivalent practical experience 
 work experience product marketing   direct marketing   marketing program management consulting 
 experience working internal external communications space experience marketing communications 
 demonstrated ability work efficiently maintain good judgment fast paced dynamic environment 
 ability work independently collaboratively teams 
 ability interact executives confidence   provide advice communications reflect understanding business leadership style 
 excellent written verbal communication visual presentation skills"
Google,"Product Marketing Manager, Windows, Google Cloud Platform",Marketing & Communications,"Seattle, WA, United States","Construct a clear value proposition that supports the value of Google Cloud. and communicate the unique value of running Windows (and Windows-based applications) on GCE and .Net applications.
Build compelling, customer-focused product content that excites, inspires and compels customer adoption.
Develop a clear and effective product marketing plan and drive its execution out to customers.
Partner with Product Management, Developer Relations, Sales, Growth Marketing, Field Marketing, and Campaigns to drive awareness, adoption, and customer happiness. Work with Public Relations and Analyst Relations to help tell the Windows on GCE and .Net applications story to analysts, influencers and the press.
Educate external customers on the value of Windows on GCE and internal customers on the best ways to present this value in their materials, campaigns and activities.","BA/BS degree in a Technical field or equivalent practical experience.
6 years of work experience in product marketing, product management, or equivalent experience in the software technology industry.
Experience with enterprise SaaS and cloud infrastructure products and offerings.","MBA or other advanced degree.
Experience in B2B marketing, and experience developing customer-facing content, including sales presentations, datasheets, and websites.
Understanding of Google's strategic and competitive position within Cloud technologies.
Demonstrated ability to develop creative/non traditional solutions.
Ability to travel up to 25% of the time.",marketing    communications,"construct clear value proposition supports value google cloud   communicate unique value running windows   windows based applications   gce   net applications 
 build compelling   customer focused product content excites   inspires compels customer adoption 
 develop clear effective product marketing plan drive execution customers 
 partner product management   developer relations   sales   growth marketing   field marketing   campaigns drive awareness   adoption   customer happiness   work public relations analyst relations help tell windows gce   net applications story analysts   influencers press 
 educate external customers value windows gce internal customers best ways present value materials   campaigns activities","ba bs degree technical field equivalent practical experience 
 6 years work experience product marketing   product management   equivalent experience software technology industry 
 experience enterprise saas cloud infrastructure products offerings","mba advanced degree 
 experience b2b marketing   experience developing customer facing content   including sales presentations   datasheets   websites 
 understanding google s strategic competitive position cloud technologies 
 demonstrated ability develop creative non traditional solutions 
 ability travel 25   time","marketing    communications construct clear value proposition supports value google cloud   communicate unique value running windows   windows based applications   gce   net applications 
 build compelling   customer focused product content excites   inspires compels customer adoption 
 develop clear effective product marketing plan drive execution customers 
 partner product management   developer relations   sales   growth marketing   field marketing   campaigns drive awareness   adoption   customer happiness   work public relations analyst relations help tell windows gce   net applications story analysts   influencers press 
 educate external customers value windows gce internal customers best ways present value materials   campaigns activities ba bs degree technical field equivalent practical experience 
 6 years work experience product marketing   product management   equivalent experience software technology industry 
 experience enterprise saas cloud infrastructure products offerings mba advanced degree 
 experience b2b marketing   experience developing customer facing content   including sales presentations   datasheets   websites 
 understanding google s strategic competitive position cloud technologies 
 demonstrated ability develop creative non traditional solutions 
 ability travel 25   time"
Google,Consumer Insights Manager,Marketing & Communications,"New York, NY, United States","Design and execute qualitative and quantitative primary research plans, including managing all aspects of vendor delivery.
Crystalize complex data into simple concepts.
Develop compelling insights narratives to communicate your research findings.
Collaborate with Researchers, Writers, and the Google Marketing department to shape your research to ensure the findings have maximum impact.","BA/BS degree in Market Research, Psychology, Social Science, Statistics, a related field or equivalent practical experience.
4 years of experience working with multiple data sets, and experience working with platforms and systems.
Experience with data analysis, principles of experiment design, survey design and analysis, clickstream analysis and qualitative research.","Experience writing SQL queries and working with statistical analysis packages.
Experience distilling complex data into simple concepts, designing and operationalizing research projects to gain business insights, managing third party research agencies, conducting data analysis.
Technical skills combined with a curiosity and passion for storytelling and marketing.
Distinctive analytical skills, creativity, a strategic mindset and keen business acumen.",marketing    communications,"design execute qualitative quantitative primary research plans   including managing aspects vendor delivery 
 crystalize complex data simple concepts 
 develop compelling insights narratives communicate research findings 
 collaborate researchers   writers   google marketing department shape research ensure findings maximum impact","ba bs degree market research   psychology   social science   statistics   related field equivalent practical experience 
 4 years experience working multiple data sets   experience working platforms systems 
 experience data analysis   principles experiment design   survey design analysis   clickstream analysis qualitative research","experience writing sql queries working statistical analysis packages 
 experience distilling complex data simple concepts   designing operationalizing research projects gain business insights   managing party research agencies   conducting data analysis 
 technical skills combined curiosity passion storytelling marketing 
 distinctive analytical skills   creativity   strategic mindset keen business acumen","marketing    communications design execute qualitative quantitative primary research plans   including managing aspects vendor delivery 
 crystalize complex data simple concepts 
 develop compelling insights narratives communicate research findings 
 collaborate researchers   writers   google marketing department shape research ensure findings maximum impact ba bs degree market research   psychology   social science   statistics   related field equivalent practical experience 
 4 years experience working multiple data sets   experience working platforms systems 
 experience data analysis   principles experiment design   survey design analysis   clickstream analysis qualitative research experience writing sql queries working statistical analysis packages 
 experience distilling complex data simple concepts   designing operationalizing research projects gain business insights   managing party research agencies   conducting data analysis 
 technical skills combined curiosity passion storytelling marketing 
 distinctive analytical skills   creativity   strategic mindset keen business acumen"
Google,"Data Strategist, Online Partnerships Group",Marketing & Communications,"Dublin, Ireland","Mine datasets to create customized recommendations at scale to help publishers grow their businesses.
Build data pipelines and scripts that enable scalable sales and marketing campaigns.
Set up A/B tests to validate ideas before full launch.
Define success metrics to measure results for campaigns.
Engage with the broader Sales and Marketing teams to understand strategic priorities, and identify potential recommendations that will resonate with publishers.","BA/BS degree in Engineering, Computer Science, Mathematics, Statistics, Economics or related quantitative field, or equivalent practical experience.
Experience working with large datasets/data warehouses.
Experience working with SQL, Python, R, HTML, JavaScript, and/or other languages.","Experience with statistical and quantitative modeling (e.g. regression, classification, clustering, etc).
Experience working with a software development version control system (e.g, Perforce, Git, etc).
Effective communication skills.",marketing    communications,"datasets create customized recommendations scale help publishers grow businesses 
 build data pipelines scripts enable scalable sales marketing campaigns 
 set b tests validate ideas launch 
 define success metrics measure results campaigns 
 engage broader sales marketing teams understand strategic priorities   identify potential recommendations resonate publishers","ba bs degree engineering   computer science   mathematics   statistics   economics related quantitative field   equivalent practical experience 
 experience working large datasets data warehouses 
 experience working sql   python   r   html   javascript   languages","experience statistical quantitative modeling   e g   regression   classification   clustering   etc  
 experience working software development version control system   e g   perforce   git   etc  
 effective communication skills","marketing    communications datasets create customized recommendations scale help publishers grow businesses 
 build data pipelines scripts enable scalable sales marketing campaigns 
 set b tests validate ideas launch 
 define success metrics measure results campaigns 
 engage broader sales marketing teams understand strategic priorities   identify potential recommendations resonate publishers ba bs degree engineering   computer science   mathematics   statistics   economics related quantitative field   equivalent practical experience 
 experience working large datasets data warehouses 
 experience working sql   python   r   html   javascript   languages experience statistical quantitative modeling   e g   regression   classification   clustering   etc  
 experience working software development version control system   e g   perforce   git   etc  
 effective communication skills"
Google,"Policy Advisor, Trust and Safety",Marketing & Communications,"Sunnyvale, CA, United States","Collaborate with cross-functional teams to develop and implement content and developer policies for Google products.
Work with Fraud/Abuse teams to resolve escalations from users and internal stakeholders.
Collaborate with teams to automate review processes, improve user experience for policy-related issues and provide trainings.
Utilize user, operations and other data to support policy strategy and decisions.
Drive awareness and understanding of our product policies within Google and across our user base; advance education around the first principles that define our positions.","BA/BS degree or equivalent practical experience.
5 years of relevant work experience.
Experience in Internet and/or Content policy development.","MBA, Master's degree or PhD.
Experience with advanced product and/or program management.
Experience with a range of policies and direct knowledge of the technology sector or the key issues impacting the Web.
Experience using data and technology to solve complex business problems coupled with a proven ability to exercise judgment even in a crisis.
Experience working with a broad array of cross-functional stakeholders.
Excellent communication, presentation and interpersonal skills.",marketing    communications,"collaborate cross functional teams develop implement content developer policies google products 
 work fraud abuse teams resolve escalations users internal stakeholders 
 collaborate teams automate review processes   improve user experience policy related issues provide trainings 
 utilize user   operations data support policy strategy decisions 
 drive awareness understanding product policies google user base   advance education principles define positions","ba bs degree equivalent practical experience 
 5 years relevant work experience 
 experience internet content policy development","mba   master s degree phd 
 experience advanced product program management 
 experience range policies direct knowledge technology sector key issues impacting web 
 experience data technology solve complex business problems coupled proven ability exercise judgment crisis 
 experience working broad array cross functional stakeholders 
 excellent communication   presentation interpersonal skills","marketing    communications collaborate cross functional teams develop implement content developer policies google products 
 work fraud abuse teams resolve escalations users internal stakeholders 
 collaborate teams automate review processes   improve user experience policy related issues provide trainings 
 utilize user   operations data support policy strategy decisions 
 drive awareness understanding product policies google user base   advance education principles define positions ba bs degree equivalent practical experience 
 5 years relevant work experience 
 experience internet content policy development mba   master s degree phd 
 experience advanced product program management 
 experience range policies direct knowledge technology sector key issues impacting web 
 experience data technology solve complex business problems coupled proven ability exercise judgment crisis 
 experience working broad array cross functional stakeholders 
 excellent communication   presentation interpersonal skills"
Google,"Business Intern 2018, Argentina",Finance,"Buenos Aires, Argentina",Google interns are given a lot of responsibility and the opportunity to make a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Be currently enrolled in any major at a university in Argentina with an expected graduation date between December 2018 and March 2019.
Must be available to intern at Google’s Buenos Aires office from July 2018 to December 2018.
Ability to speak and write in English and Spanish fluently and idiomatically.","Interest in the Internet and Google's technology business.
Effective interpersonal and organizational skills, with the ability to navigate an ambiguous environment.
Analytical skills and an interest in taking on business challenges.",finance,google interns given lot responsibility opportunity meaningful contribution teams   specific responsibilities assigned interns start program,"currently enrolled major university argentina expected graduation date december 2018 march 2019 
 available intern google s buenos aires office july 2018 december 2018 
 ability speak write english spanish fluently idiomatically","interest internet google s technology business 
 effective interpersonal organizational skills   ability navigate ambiguous environment 
 analytical skills interest taking business challenges","finance google interns given lot responsibility opportunity meaningful contribution teams   specific responsibilities assigned interns start program currently enrolled major university argentina expected graduation date december 2018 march 2019 
 available intern google s buenos aires office july 2018 december 2018 
 ability speak write english spanish fluently idiomatically interest internet google s technology business 
 effective interpersonal organizational skills   ability navigate ambiguous environment 
 analytical skills interest taking business challenges"
Google,Associate Product Marketing Manager,Marketing & Communications,"Sydney, Australia","Conduct business analytics to support Marketing strategy.
Drive and support strategic projects and initiatives.
Identify and develop key marketing operations processes to improve overall organizational efficiency and effectiveness.
Support executive communication within Marketing and to cross-functional teams.
Initiate and execute marketing programs at scale.","BA/BS degree or equivalent practical experience.
1 year of work experience in marketing, consulting or related field.","Ability to effectively operate in a fast-paced environment and to work on multiple projects simultaneously in a dynamic and constantly evolving context.
Demonstrated ability to develop strategy and business plans and effectively influence external partners.
Effective leadership, and written and oral communication skills.
Excellent problem solving skills with a high degree of analytical rigor.",marketing    communications,"conduct business analytics support marketing strategy 
 drive support strategic projects initiatives 
 identify develop key marketing operations processes improve overall organizational efficiency effectiveness 
 support executive communication marketing cross functional teams 
 initiate execute marketing programs scale","ba bs degree equivalent practical experience 
 1 year work experience marketing   consulting related field","ability effectively operate fast paced environment work multiple projects simultaneously dynamic constantly evolving context 
 demonstrated ability develop strategy business plans effectively influence external partners 
 effective leadership   written oral communication skills 
 excellent problem solving skills high degree analytical rigor","marketing    communications conduct business analytics support marketing strategy 
 drive support strategic projects initiatives 
 identify develop key marketing operations processes improve overall organizational efficiency effectiveness 
 support executive communication marketing cross functional teams 
 initiate execute marketing programs scale ba bs degree equivalent practical experience 
 1 year work experience marketing   consulting related field ability effectively operate fast paced environment work multiple projects simultaneously dynamic constantly evolving context 
 demonstrated ability develop strategy business plans effectively influence external partners 
 effective leadership   written oral communication skills 
 excellent problem solving skills high degree analytical rigor"
Google,"Channel Partner Marketing Manager, Devices, Google Cloud",Marketing & Communications,"Sunnyvale, CA, United States","Build partnerships and co-marketing programs with resellers and distributors.
Develop joint communications and campaigns with partners.
Balance partner engagements and co-marketing executions with scalable global solutions (marketing toolkits, reusable narratives and partner presentation materials, internal and external case studies).
Work with creative agencies to develop marketing materials and innovative product ideas for partners.
Identify, prioritize and act on strategic partnerships; collaborate with cross-functional stakeholders and persuade leadership teams within Google and our partners to pursue high potential opportunities.","BA/BS degree or equivalent practical experience.
4 years of relevant work experience.","MBA degree.
Experience in partner marketing with quantifiable results
Demonstrated ability to design end-to-end marketing strategy and full funnel integrated marketing campaigns with channel partners
Ability to develop collaborative cross-functional relationships with stakeholders",marketing    communications,"build partnerships co marketing programs resellers distributors 
 develop joint communications campaigns partners 
 balance partner engagements co marketing executions scalable global solutions   marketing toolkits   reusable narratives partner presentation materials   internal external case studies  
 work creative agencies develop marketing materials innovative product ideas partners 
 identify   prioritize act strategic partnerships   collaborate cross functional stakeholders persuade leadership teams google partners pursue high potential opportunities","ba bs degree equivalent practical experience 
 4 years relevant work experience","mba degree 
 experience partner marketing quantifiable results 
 demonstrated ability design end end marketing strategy funnel integrated marketing campaigns channel partners 
 ability develop collaborative cross functional relationships stakeholders","marketing    communications build partnerships co marketing programs resellers distributors 
 develop joint communications campaigns partners 
 balance partner engagements co marketing executions scalable global solutions   marketing toolkits   reusable narratives partner presentation materials   internal external case studies  
 work creative agencies develop marketing materials innovative product ideas partners 
 identify   prioritize act strategic partnerships   collaborate cross functional stakeholders persuade leadership teams google partners pursue high potential opportunities ba bs degree equivalent practical experience 
 4 years relevant work experience mba degree 
 experience partner marketing quantifiable results 
 demonstrated ability design end end marketing strategy funnel integrated marketing campaigns channel partners 
 ability develop collaborative cross functional relationships stakeholders"
